employee_id,first_name,last_name,start_date,exit_date,title,supervisor,ad_email,business_unit,employee_status,employee_type,pay_zone,employee_classification_type,termination_type,termination_description,department_type,division,date_of_birth,state,job_function_description,gender_code,location_code,race_desc,marital_desc,performance_score,current_employee_rating,active_flag,non_active_flag,termination_flag,voluntary_termination_flag,involuntary_termination_flag,employee_status_group,tenure_days,tenure_years,application_date,education_level,years_of_experience,desired_salary,recruitment_job_title,recruitment_status,survey_date,engagement_score,satisfaction_score,work_life_balance_score,engagement_segment,training_date,training_program_name,training_type,training_outcome,training_location,trainer,training_duration_days,training_cost,training_timing,early_attrition_6m_flag,early_attrition_12m_flag
2183,Bria,Bush,2018-12-13,,Production Technician I,Vickie Garrett,bria.bush@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Unk,,Production,Finance & Accounting,1949-09-12,MA,Manager,Female,81415,White,Divorced,Exceeds,5,1,0,0,0,0,Active,2763,7.56,2023-06-16,PhD,2,64737.7,Ergonomist,In Review,2022-12-13,4,4,2,High Engagement,2023-04-23,Communication Skills,External,Completed,North Vanessaland,Jasmine Parks,3,287.3,After Start Date,0,0
2184,Mason,Brewer,2021-09-05,2023-03-31,Production Technician I,Jeremy Ritter,mason.brewer@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Retirement,Line operation form notice.,Production,Aerial,1984-02-20,MA,Laborer,Female,22258,Other,Divorced,Exceeds,2,1,0,0,0,0,Active,572,1.57,2023-05-23,Master's Degree,15,55195.24,Tree surgeon,Interviewing,2023-03-09,2,4,4,Low Engagement,2022-09-25,Communication Skills,External,Failed,Maynardfort,Summer Brown,3,661.36,After Start Date,0,0
2185,Salvatore,Snyder,2020-05-17,2022-02-18,Production Technician II,Todd Henson,salvatore.snyder@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Lawyer her author poor. Person determine before.,Production,Aerial,1959-04-21,MA,Groundman,Female,13138,Asian,Single,Exceeds,5,0,1,1,1,0,Terminated,642,1.76,2023-06-24,High School,15,95075.23,Management consultant,Rejected,2022-11-07,4,5,5,High Engagement,2023-08-01,Customer Service,Internal,Incomplete,East Carrie,David Ruiz,5,220.95,After Start Date,0,0
2186,Vivian,Hickman,2023-03-03,2023-03-23,Production Technician II,Nathan Bush,vivian.hickman@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Voluntary,Speech street suggest call edge.,Production,Field Operations,1997-05-17,MA,Technician,Male,74447,Hispanic,Married,Exceeds,1,1,0,0,0,0,Active,20,0.05,2023-06-02,PhD,12,68213.77,"Psychologist, prison and probation services",Interviewing,2022-09-17,4,1,1,High Engagement,2022-09-21,Leadership Development,External,Failed,West Michael,Kari Davis,5,747.61,Before Start Date,0,0
2187,Amaris,Kirk,2020-02-28,,Production Technician II,Erica Wilson,amaris.kirk@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Unk,,Production,Engineers,1998-01-26,MA,Program Manager,Female,31571,Hispanic,Married,Exceeds,5,1,0,0,0,0,Active,2321,6.35,2023-05-19,High School,11,62378.49,Farm manager,Applied,2023-01-14,2,1,5,Low Engagement,2023-06-07,Communication Skills,Internal,Completed,Gilesstad,Christopher Maxwell,1,575.77,After Start Date,0,0
2188,Grant,York,2021-02-11,2023-06-28,Production Technician II,Patrick Garner,grant.york@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Involuntary,Minute accept the must.,Production,Field Operations,1965-02-21,MA,Laborer,Female,1509,Black,Married,Exceeds,2,1,0,0,0,0,Active,867,2.37,2023-06-20,Bachelor's Degree,9,83821.72,Herbalist,Interviewing,2023-01-25,5,4,2,High Engagement,2023-06-17,Leadership Development,Internal,Incomplete,Lake Veronicabury,Monica Fox,2,754.8,After Start Date,0,0
2189,Tyree,Mahoney,2019-01-25,,Production Technician II,Daniel Mullins,tyree.mahoney@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,Production,Shop (Fleet),1944-07-04,MA,Shop,Female,15861,White,Divorced,Needs Improvement,5,1,0,0,0,0,Active,2720,7.45,2023-06-15,High School,9,75383.39,Systems developer,Interviewing,2022-08-19,1,2,4,Low Engagement,2022-11-28,Customer Service,External,Passed,Lake Scott,Seth Rice,2,585.65,After Start Date,0,0
2190,Kimberly,Horn,2023-04-25,2023-06-15,Production Technician II,Steven Kennedy,kimberly.horn@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Ago determine fact itself. Act employee but.,Production,General - Con,1985-01-20,MA,Laborer,Female,46637,Asian,Single,Needs Improvement,5,1,0,0,0,0,Active,51,0.14,2023-07-10,High School,7,44054.37,Chiropractor,Offered,2023-03-31,5,2,3,High Engagement,2023-04-29,Technical Skills,Internal,Completed,Lake Elizabeth,Patricia King,2,623.98,After Start Date,0,0
2191,Paul,Moreno,2021-02-14,2023-04-19,Production Technician II,Joshua Nguyen,paul.moreno@bilearner.com,EW,Active,Contract,Zone C,Part-Time,Retirement,Kid oil news part.,Production,Engineers,1971-11-19,MA,Engineer,Female,47342,Asian,Married,Needs Improvement,5,1,0,0,0,0,Active,794,2.17,2023-05-13,Bachelor's Degree,14,40581.89,"Engineer, drilling",Interviewing,2023-04-11,2,2,3,Low Engagement,2023-05-13,Communication Skills,Internal,Failed,Smithside,Ronald Jackson,3,774.02,After Start Date,0,0
2192,Macey,Christian,2020-10-07,2023-01-18,Production Technician II,Robert Wallace,macey.christian@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Voluntary,Economy instead sense.,Production,General - Con,1945-06-29,MA,Administration,Female,41219,Black,Divorced,Needs Improvement,1,1,0,0,0,0,Active,833,2.28,2023-06-17,High School,16,64862.7,Armed forces technical officer,Offered,2022-12-26,5,3,4,High Engagement,2022-10-02,Leadership Development,External,Completed,New Edwinville,Billy Kelly,4,866.14,After Start Date,0,0
2193,Joel,Bowen,2019-02-28,2023-06-01,Production Technician I,Carol Ingram,joel.bowen@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Design and respond dog true knowledge.,Production,Field Operations,1963-08-01,MA,Laborer,Male,67704,White,Married,Needs Improvement,4,0,1,1,1,0,Terminated,1554,4.25,2023-05-09,Master's Degree,5,89745.77,Race relations officer,Interviewing,2023-07-10,2,2,3,Low Engagement,2023-07-16,Technical Skills,External,Incomplete,Nelsonport,Eric Jarvis,2,704.42,After Start Date,0,0
2194,Isis,Vega,2019-07-27,,Production Technician I,Deanna Diaz,isis.vega@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Unk,,Production,Field Operations,1992-02-18,MA,Laborer,Female,57434,Other,Widowed,Needs Improvement,2,1,0,0,0,0,Active,2537,6.95,2023-08-01,High School,16,83468.16,IT consultant,Interviewing,2022-10-02,1,4,1,Low Engagement,2023-03-08,Customer Service,External,Incomplete,North Suzanne,Joseph Bell,5,164.41,After Start Date,0,0
2195,Josie,Mercer,2023-06-02,2023-07-07,Production Technician I,Traci Dillon,josie.mercer@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Voluntary,Popular but sort training region everybody.,Production,Underground,1954-10-31,MA,Laborer,Female,46366,Black,Single,Needs Improvement,2,1,0,0,0,0,Active,35,0.1,2023-07-03,Bachelor's Degree,14,56268.95,Bonds trader,Interviewing,2022-11-30,1,5,1,Low Engagement,2023-05-08,Project Management,External,Failed,East Matthew,Traci Costa,3,559.87,Before Start Date,0,0
2196,Ellie,Ortega,2022-11-14,2023-01-04,Production Technician I,Steven Valdez,ellie.ortega@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,Part not culture news. Here enter must.,Production,Underground,1983-06-25,MA,Operator,Male,15989,White,Single,Needs Improvement,5,0,1,1,1,0,Terminated,51,0.14,2023-05-18,Bachelor's Degree,0,36644.99,Games developer,Offered,2023-08-01,5,2,3,High Engagement,2022-12-10,Technical Skills,External,Completed,Carrborough,Christine Cook,2,572.11,After Start Date,1,1
2197,Adrien,Maddox,2018-08-22,2021-11-10,Production Technician I,Tamara Humphrey,adrien.maddox@bilearner.com,SVG,Voluntarily Terminated,Contract,Zone C,Full-Time,Involuntary,Two job continue often public often.,Production,Wireline Construction,1983-04-12,MA,Operator,Female,77437,Asian,Divorced,Needs Improvement,4,0,1,1,1,0,Terminated,1176,3.22,2023-07-22,High School,16,68842.62,Armed forces logistics/support/administrative officer,Offered,2023-04-15,2,3,1,Low Engagement,2023-03-17,Technical Skills,External,Passed,Lake Jameschester,Harry Gibson,2,724.83,After Start Date,0,0
2198,Landyn,Velez,2022-12-15,2022-12-29,Production Technician I,Joseph Bell,landyn.velez@bilearner.com,EW,Active,Contract,Zone B,Temporary,Retirement,Friend country free.,Production,Field Operations,1963-07-01,MA,Driver,Female,63184,White,Single,Exceeds,1,1,0,0,0,0,Active,14,0.04,2023-06-08,PhD,20,92353.27,Freight forwarder,Offered,2023-07-13,2,4,2,Low Engagement,2022-08-14,Leadership Development,Internal,Failed,Deanland,Melissa Perkins,5,198.35,Before Start Date,0,0
2199,Lilly,Haynes,2020-05-31,,Production Technician I,Catherine Spencer,lilly.haynes@bilearner.com,MSC,Active,Full-Time,Zone C,Full-Time,Unk,,Production,General - Con,1977-07-10,MA,Manager,Female,15120,White,Divorced,Exceeds,4,1,0,0,0,0,Active,2228,6.1,2023-07-08,Bachelor's Degree,7,55958.69,Cartographer,Applied,2023-06-03,4,3,4,High Engagement,2023-06-19,Project Management,External,Passed,West Angelabury,Samuel Henry,3,142.7,After Start Date,0,0
2200,Bianca,Cardenas,2022-07-19,,Production Technician I,Raven Jackson,bianca.cardenas@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Unk,,Production,Field Operations,1954-03-15,MA,Laborer,Female,4751,Asian,Single,Exceeds,4,1,0,0,0,0,Active,1449,3.97,2023-06-07,PhD,16,65253.41,Architect,Offered,2022-12-16,3,1,5,Medium Engagement,2023-03-29,Project Management,External,Incomplete,South Jamesburgh,Betty Cox,2,910.99,After Start Date,0,0
2201,Cayden,Bartlett,2020-07-01,,Production Technician I,Linda Mills,cayden.bartlett@bilearner.com,PYZ,Active,Contract,Zone C,Part-Time,Unk,,Production,Project Management - Con,1990-06-27,MA,Technician,Male,37225,Other,Married,Exceeds,2,1,0,0,0,0,Active,2197,6.02,2023-06-04,Master's Degree,9,97501.92,Exercise physiologist,In Review,2023-06-24,5,1,5,High Engagement,2023-03-15,Leadership Development,Internal,Completed,Jamesshire,Nathan Williams,4,863.83,After Start Date,0,0
2202,Desiree,Walker,2020-11-18,,Production Technician I,Sandra Hawkins,desiree.walker@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,Unk,,Production,Project Management - Con,1969-01-01,MA,Project Manager,Female,92017,Asian,Married,Exceeds,4,1,0,0,0,0,Active,2057,5.63,2023-07-28,Bachelor's Degree,10,53527.01,Planning and development surveyor,Rejected,2023-06-24,5,4,5,High Engagement,2022-09-08,Customer Service,Internal,Completed,New Bobbyville,Andrea Beck,4,606.57,After Start Date,0,0
2203,Colton,Le,2020-02-29,2021-05-20,Production Technician I,Richard Jones,colton.le@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Together three executive compare.,Production,General - Con,1986-04-05,MA,Technician,Female,42742,Asian,Married,Exceeds,1,0,1,1,1,0,Terminated,446,1.22,2023-07-14,Master's Degree,0,71407.69,Theatre stage manager,Applied,2022-08-29,1,4,1,Low Engagement,2022-12-14,Technical Skills,External,Incomplete,West Markside,Raymond Chavez,2,333.27,After Start Date,0,0
2204,Leonidas,Bridges,2021-09-24,2022-01-28,Production Technician I,Lee Crawford,leonidas.bridges@bilearner.com,PL,Active,Part-Time,Zone B,Part-Time,Retirement,Natural event religious during article total.,Production,Shop (Fleet),1984-10-23,MA,Supervisor,Female,58905,Other,Divorced,Needs Improvement,2,1,0,0,0,0,Active,126,0.34,2023-05-23,Bachelor's Degree,19,54826.12,Intelligence analyst,Rejected,2022-10-01,5,2,3,High Engagement,2022-11-27,Customer Service,Internal,Passed,Davidhaven,Matthew Lee,3,284.05,After Start Date,0,0
2205,Gia,Franco,2022-04-13,2023-07-30,Production Technician I,Jason Boyd,gia.franco@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Involuntary,Article machine reflect land lose simply medical.,Production,General - Sga,1944-01-13,MA,Administrator,Female,32235,Black,Divorced,Needs Improvement,4,1,0,0,0,0,Active,473,1.3,2023-07-12,Master's Degree,13,87346.98,Editorial assistant,Offered,2022-09-05,2,3,5,Low Engagement,2023-06-23,Leadership Development,Internal,Incomplete,Bryanville,Mitchell Rogers,1,271.69,After Start Date,0,0
2206,Audrina,Williams,2022-10-25,,Production Technician I,Tracey Scott,audrina.williams@bilearner.com,CCDR,Active,Contract,Zone A,Temporary,Unk,,Production,Field Operations,1942-01-09,MA,Tower Hand,Female,40461,Other,Widowed,Needs Improvement,5,1,0,0,0,0,Active,1351,3.7,2023-06-01,High School,1,36153.94,Television/film/video producer,Rejected,2022-08-24,2,4,3,Low Engagement,2022-09-16,Technical Skills,Internal,Completed,Dustinside,Elizabeth Fischer,3,274.22,Before Start Date,0,0
2207,Sam,Knight,2021-01-27,,Production Technician I,Juan Owens,sam.knight@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Unk,,Production,Field Operations,1953-06-06,MA,Welder,Female,97669,Black,Divorced,Needs Improvement,5,1,0,0,0,0,Active,1987,5.44,2023-07-02,High School,3,45836.2,"Engineer, agricultural",In Review,2023-03-29,3,3,1,Medium Engagement,2023-06-26,Project Management,External,Incomplete,Jonesstad,Christine Stevens,1,448.93,After Start Date,0,0
2208,Lisa,Galia,2018-09-21,,IT Support,Keith Fisher,lisa.galia@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,IT/IS,Fielders,1948-10-20,CT,Technician,Female,6040,Other,Married,Needs Improvement,5,1,0,0,0,0,Active,2846,7.79,2023-05-08,High School,20,95325.97,"Sales professional, IT",In Review,2023-03-07,5,3,3,High Engagement,2022-09-02,Technical Skills,Internal,Incomplete,Marthamouth,Susan Shelton,3,907.13,After Start Date,0,0
2209,Rick,Clayton,2020-04-14,,IT Support,Aaron Ramos,rick.clayton@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,IT/IS,Wireline Construction,2000-08-30,MA,Groundman,Male,2170,Black,Widowed,Needs Improvement,5,1,0,0,0,0,Active,2275,6.23,2023-06-23,Bachelor's Degree,8,83732.77,Air broker,In Review,2023-04-01,2,2,5,Low Engagement,2022-11-02,Technical Skills,External,Completed,Richardsville,David Anderson,3,545.69,After Start Date,0,0
2210,Julia,Soto,2021-05-31,2022-10-31,IT Support,Kimberly Frazier,julia.soto@bilearner.com,PL,Active,Part-Time,Zone C,Temporary,Resignation,Quite able race more friend voice choice.,IT/IS,Wireline Construction,1965-02-12,MA,Vp,Female,2360,Black,Single,Exceeds,4,1,0,0,0,0,Active,518,1.42,2023-05-09,PhD,14,64942.87,Commercial art gallery manager,Offered,2023-01-09,1,5,3,Low Engagement,2023-07-17,Technical Skills,Internal,Completed,Schmittbury,Charles Garner,5,220.14,After Start Date,0,0
2211,Leonara,Lindsay,2020-04-10,,IT Support,Matthew Wood,leonara.lindsay@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,,IT/IS,Field Operations,1971-08-24,CT,Administrator,Female,6070,White,Married,Exceeds,5,1,0,0,0,0,Active,2279,6.24,2023-06-22,Bachelor's Degree,0,32846.1,Medical sales representative,Rejected,2023-02-01,1,5,3,Low Engagement,2022-11-21,Leadership Development,External,Completed,North Sonyatown,James Fox,3,906.62,After Start Date,0,0
2212,Savanna,Mayo,2022-07-03,2023-03-22,IT Support,Amber Hoffman,savanna.mayo@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Involuntary,Possible shake fall type discover expert.,IT/IS,Field Operations,1991-05-11,MA,Cfo,Female,74179,White,Widowed,Exceeds,1,1,0,0,0,0,Active,262,0.72,2023-06-23,High School,4,46776.0,"Loss adjuster, chartered",In Review,2023-07-26,4,1,5,High Engagement,2023-07-19,Technical Skills,Internal,Incomplete,Frankside,David Flores,1,160.81,After Start Date,0,0
2213,Branden,Khan,2023-03-15,2023-05-10,IT Support,David Kennedy,branden.khan@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Retirement,You suggest area.,IT/IS,Shop (Fleet),1965-09-03,MA,Shop,Female,8415,Asian,Married,Exceeds,5,1,0,0,0,0,Active,56,0.15,2023-05-14,Master's Degree,9,72050.36,"Nurse, mental health",Offered,2023-05-05,1,4,2,Low Engagement,2023-04-09,Technical Skills,Internal,Passed,North Benjamin,Lindsey Warner,1,196.03,After Start Date,0,0
2214,Aiden,Wade,2021-07-29,2022-08-12,IT Support,Amber Johnson,aiden.wade@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Resignation,Religious far child break thought watch.,IT/IS,Field Operations,1951-10-22,MA,Tower Hand,Female,8196,Black,Married,Exceeds,4,1,0,0,0,0,Active,379,1.04,2023-07-17,Bachelor's Degree,10,46548.24,Publishing rights manager,Applied,2023-02-26,1,1,5,Low Engagement,2023-03-16,Leadership Development,Internal,Passed,Emilyview,Lori Stout,4,973.62,After Start Date,0,0
2215,Conrad,Ochoa,2022-02-05,2023-01-13,IT Support,Susan Kelly,conrad.ochoa@bilearner.com,BPC,Active,Contract,Zone B,Temporary,Resignation,Ten when myself hit off.,IT/IS,Engineers,1962-12-17,MA,Engineer,Female,95814,Asian,Divorced,Exceeds,1,1,0,0,0,0,Active,342,0.94,2023-07-16,High School,4,99800.41,"Doctor, hospital",Offered,2023-04-24,1,5,5,Low Engagement,2022-09-30,Customer Service,External,Failed,East Donnahaven,Andrea Rodriguez,3,227.0,After Start Date,0,0
2216,Jaylyn,Bruce,2022-11-09,,IT Manager - Support,Lynn Fry,jaylyn.bruce@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,General - Con,1972-02-10,MA,Technician,Female,21899,Hispanic,Single,Exceeds,1,1,0,0,0,0,Active,1336,3.66,2023-05-18,High School,18,44145.33,"Surveyor, land/geomatics",Rejected,2023-04-13,4,5,2,High Engagement,2022-12-25,Customer Service,External,Incomplete,Torresburgh,Amanda Matthews,4,587.29,After Start Date,0,0
2217,Kaylie,Ayers,2020-11-23,2020-12-14,IT Manager - Infra,Donna Brown,kaylie.ayers@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Voluntary,Knowledge thank speak clearly.,IT/IS,People Services,1995-07-21,CT,Director,Female,52244,Hispanic,Divorced,Exceeds,4,1,0,0,0,0,Active,21,0.06,2023-05-29,High School,9,97594.08,Facilities manager,Rejected,2022-10-05,2,1,2,Low Engagement,2023-03-23,Communication Skills,External,Failed,East Melissa,Albert Clark,1,315.39,After Start Date,0,0
2218,Abdullah,Arellano,2019-02-21,2022-10-21,IT Manager - DB,Jacob Christian,abdullah.arellano@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Resignation,Quality heavy security nature amount take room.,IT/IS,Field Operations,1967-11-08,MA,Foreman,Female,29237,Asian,Widowed,Exceeds,4,1,0,0,0,0,Active,1338,3.66,2023-06-01,Master's Degree,16,74567.69,Scientific laboratory technician,In Review,2022-10-10,4,1,5,High Engagement,2022-12-27,Technical Skills,Internal,Incomplete,Silvaville,Brian Turner,5,222.99,After Start Date,0,0
2219,Hazel,Lane,2022-09-25,2023-05-06,IT Support,Lance Torres,hazel.lane@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Retirement,Past really million address again forget.,IT/IS,Wireline Construction,1966-10-25,MA,Laborer,Female,8635,Hispanic,Widowed,Exceeds,5,1,0,0,0,0,Active,223,0.61,2023-07-20,PhD,2,37072.34,Chemical engineer,Interviewing,2023-03-29,5,2,2,High Engagement,2023-01-03,Technical Skills,External,Failed,Kimberlyshire,Abigail Gardner,5,401.35,After Start Date,0,0
2220,Lilah,Harrison,2022-09-17,,IT Support,Charles Johnson,lilah.harrison@bilearner.com,EW,Active,Contract,Zone B,Temporary,Unk,,IT/IS,General - Eng,1961-09-03,MA,Engineer,Female,30879,Asian,Married,Exceeds,4,1,0,0,0,0,Active,1389,3.8,2023-06-11,Master's Degree,1,70918.87,Human resources officer,Interviewing,2023-03-02,3,3,5,Medium Engagement,2023-06-02,Leadership Development,External,Completed,Lake Richard,Kristen Oliver,4,938.01,After Start Date,0,0
2221,Cedric,Sawyer,2019-05-31,,IT Support,Megan Walker,cedric.sawyer@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Unk,,IT/IS,Field Operations,1993-11-14,MA,Laborer,Female,49637,Hispanic,Single,Exceeds,4,1,0,0,0,0,Active,2594,7.1,2023-05-09,High School,13,47147.17,Passenger transport manager,Offered,2023-04-28,1,5,1,Low Engagement,2022-08-07,Technical Skills,Internal,Incomplete,East Sarahland,Daniel Morris,1,737.04,After Start Date,0,0
2222,Caiden,Lam,2020-07-21,2021-08-18,IT Support,Scott Thomas,caiden.lam@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Resignation,End trouble tonight amount page reach debate.,IT/IS,Wireline Construction,1998-07-17,MA,Laborer,Female,77955,Hispanic,Widowed,Exceeds,4,1,0,0,0,0,Active,393,1.08,2023-05-31,PhD,9,77730.86,Corporate investment banker,In Review,2022-09-14,2,3,5,Low Engagement,2023-06-04,Project Management,External,Failed,Baldwinport,Ian Martin,3,303.01,After Start Date,0,0
2223,Isla,Hawkins,2020-07-04,,IT Manager - Support,Jason Smith,isla.hawkins@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Executive,1942-02-18,MA,Vp,Female,43748,Asian,Widowed,Exceeds,2,1,0,0,0,0,Active,2194,6.01,2023-07-23,Bachelor's Degree,4,69508.26,"Doctor, hospital",Applied,2023-05-23,1,1,4,Low Engagement,2023-04-07,Communication Skills,External,Completed,North Crystalfort,Bonnie King,2,905.55,After Start Date,0,0
2224,Hadley,Nash,2020-10-13,,IT Manager - Infra,Eric Clay,hadley.nash@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,IT/IS,Wireline Construction,1999-01-14,CT,Groundman,Female,8958,Asian,Divorced,Exceeds,4,1,0,0,0,0,Active,2093,5.73,2023-07-19,PhD,6,34850.41,Fish farm manager,Applied,2023-02-02,2,1,3,Low Engagement,2022-09-23,Customer Service,Internal,Failed,Jacksonburgh,Edward Wood,2,914.52,After Start Date,0,0
2225,Milo,Jensen,2023-05-01,,IT Manager - DB,Kimberly Rosales,milo.jensen@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,Engineers,1971-12-03,MA,Project Manager,Male,84923,Black,Divorced,Exceeds,2,1,0,0,0,0,Active,1163,3.18,2023-05-31,High School,14,30187.59,"Surveyor, mining",Offered,2022-08-21,1,2,2,Low Engagement,2022-12-09,Project Management,External,Passed,Bradleyland,Laura Li,3,789.98,Before Start Date,0,0
2226,Zechariah,Strong,2019-03-22,2021-06-17,IT Support,Daniel Blake,zechariah.strong@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Resignation,Clearly rule suddenly.,IT/IS,General - Eng,1960-09-07,MA,Administrative,Female,73392,White,Married,Exceeds,1,1,0,0,0,0,Active,818,2.24,2023-07-27,High School,9,59036.14,"Doctor, general practice",Interviewing,2023-01-28,4,4,5,High Engagement,2022-09-10,Project Management,Internal,Completed,Stevenmouth,Mr. Justin Hardy,3,125.06,After Start Date,0,0
2227,Raymond,Maldonado,2021-12-27,,IT Support,Timothy Young,raymond.maldonado@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,Aerial,1995-06-05,MA,Lineman,Female,13915,Black,Widowed,Needs Improvement,5,1,0,0,0,0,Active,1653,4.53,2023-05-24,Master's Degree,19,95466.08,Social researcher,Rejected,2022-09-18,2,3,4,Low Engagement,2023-04-28,Project Management,Internal,Passed,East Joann,Sean Padilla,2,894.09,After Start Date,0,0
2228,Kayley,Romero,2018-08-12,2022-06-13,IT Support,Michael Webb,kayley.romero@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Resignation,Partner performance newspaper sense all where.,IT/IS,Wireless,1942-09-16,MA,Laborer,Female,58630,White,Divorced,PIP,4,1,0,0,0,0,Active,1401,3.84,2023-07-17,Bachelor's Degree,3,67188.22,Translator,Interviewing,2023-01-20,3,2,2,Medium Engagement,2023-02-21,Technical Skills,External,Passed,Pamelaport,Joseph Mays,3,713.03,After Start Date,0,0
2229,Antonio,Gray,2022-12-28,,IT Support,Mitchell Wilson,antonio.gray@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Underground,1977-10-01,MA,Laborer,Female,11746,Asian,Divorced,PIP,4,1,0,0,0,0,Active,1287,3.52,2023-07-21,Master's Degree,17,56409.35,Event organiser,Interviewing,2023-04-22,3,1,1,Medium Engagement,2023-01-28,Communication Skills,Internal,Incomplete,Melissamouth,Tina Lee,5,897.51,After Start Date,0,0
2230,Kane,Mcfarland,2018-11-25,,IT Manager - Support,Jose Rivera,kane.mcfarland@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,General - Con,1972-08-20,CT,Supervisor,Female,51949,Hispanic,Married,Fully Meets,2,1,0,0,0,0,Active,2781,7.61,2023-07-29,Bachelor's Degree,4,97861.16,Call centre manager,Interviewing,2023-06-09,1,5,5,Low Engagement,2023-08-03,Project Management,External,Passed,Roberthaven,Diane Larson,3,634.34,After Start Date,0,0
2231,Kylie,Ellis,2020-12-26,,IT Manager - Infra,Joshua Maxwell,kylie.ellis@bilearner.com,WBL,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,General - Con,1990-04-24,CT,Laborer,Female,54795,Other,Single,Fully Meets,2,1,0,0,0,0,Active,2019,5.53,2023-07-17,Master's Degree,13,90210.78,"Designer, interior/spatial",Interviewing,2023-01-04,1,2,2,Low Engagement,2023-04-20,Technical Skills,Internal,Failed,Bowersbury,Lisa Edwards,3,352.54,After Start Date,0,0
2232,Jovan,Giles,2022-12-16,,IT Manager - DB,Whitney Small,jovan.giles@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,IT/IS,Field Operations,1942-10-05,MA,Engineer,Male,79191,Hispanic,Single,Fully Meets,5,1,0,0,0,0,Active,1299,3.56,2023-06-24,High School,9,83808.76,"Civil engineer, contracting",In Review,2022-11-19,4,5,2,High Engagement,2023-03-23,Customer Service,External,Completed,Angelaton,Scott Smith,4,128.25,After Start Date,0,0
2233,Sheldon,Castillo,2019-09-27,,IT Support,Wendy Khan,sheldon.castillo@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,Splicing,1977-04-22,MA,Lineman,Female,93777,Asian,Single,Fully Meets,1,1,0,0,0,0,Active,2475,6.78,2023-06-25,Bachelor's Degree,7,78218.58,Chartered legal executive (England and Wales),Applied,2022-10-03,5,1,1,High Engagement,2023-06-13,Customer Service,Internal,Passed,Jenniferfurt,Monica Roberts,1,893.71,After Start Date,0,0
2234,Ariel,Barnes,2021-02-20,2022-01-09,IT Support,William Phillips,ariel.barnes@bilearner.com,EW,Active,Part-Time,Zone C,Full-Time,Resignation,Particularly put occur. Approach often be.,IT/IS,Wireline Construction,1975-02-26,MA,Laborer,Female,87474,Black,Married,Fully Meets,2,1,0,0,0,0,Active,323,0.88,2023-07-28,High School,10,94976.46,Environmental education officer,Applied,2022-08-23,1,1,4,Low Engagement,2023-02-04,Communication Skills,External,Completed,South Gina,Nancy Reyes,3,693.52,After Start Date,0,0
